Site,Transect,Genus,Species,Length,Width,Bitten,Bites,Year,G_sp,Coral_group,Colony_area
Pickles,1,Acropora,cervicornis,20,19,0,0,2022,Acropora cervicornis,Acropora cervicornis,298.4513021
Pickles,1,Acropora,cervicornis,21,9,0,0,2022,Acropora cervicornis,Acropora cervicornis,148.4402529
Pickles,1,Siderastrea,radians,7,4.5,0,0,2022,Siderastrea radians,Siderastrea spp.,24.74004215
Pickles,1,Porites,porites,7,4.5,1,7,2022,Porites porites,Branched Porites spp.,24.74004215
Pickles,1,Acropora,cervicornis,25,23,0,0,2022,Acropora cervicornis,Acropora cervicornis,451.6039439
Pickles,1,Acropora,cervicornis,19,17,0,0,2022,Acropora cervicornis,Acropora cervicornis,253.6836068
Pickles,1,Acropora,cervicornis,22,12,0,0,2022,Acropora cervicornis,Acropora cervicornis,207.3451151
Pickles,1,Acropora,cervicornis,28,21,0,0,2022,Acropora cervicornis,Acropora cervicornis,461.8141201
Pickles,1,Acropora,cervicornis,10,7,0,0,2022,Acropora cervicornis,Acropora cervicornis,54.97787144
Pickles,1,Acropora,cervicornis,12,6,0,0,2022,Acropora cervicornis,Acropora cervicornis,56.54866776
Pickles,1,Acropora,cervicornis,19,15,0,0,2022,Acropora cervicornis,Acropora cervicornis,223.8384766
Pickles,1,Agaricia,agaricites,10,7,0,0,2022,Agaricia agaricites,Agaricia spp.,54.97787144
Pickles,1,Agaricia,agaricites,16,7,0,0,2022,Agaricia agaricites,Agaricia spp.,87.9645943
Pickles,1,Acropora,cervicornis,24,22,0,0,2022,Acropora cervicornis,Acropora cervicornis,414.6902303
Pickles,1,Acropora,cervicornis,8.5,3,0,0,2022,Acropora cervicornis,Acropora cervicornis,20.02765317
Pickles,1,Acropora,cervicornis,11,10,0,0,2022,Acropora cervicornis,Acropora cervicornis,86.39379797
Pickles,1,Agaricia,agaricites,5,4,0,0,2022,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Porites,porites,6,3,1,6,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,1,Siderastrea,siderea,17.5,16.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,226.7837197
Pickles,1,Porites,porites,5.5,1.5,1,2,2022,Porites porites,Branched Porites spp.,6.479534848
Pickles,1,Acropora,cervicornis,17,15,0,0,2022,Acropora cervicornis,Acropora cervicornis,200.2765317
Pickles,1,Acropora,cervicornis,15,7,0,0,2022,Acropora cervicornis,Acropora cervicornis,82.46680715
Pickles,1,Acropora,cervicornis,19,11,0,0,2022,Acropora cervicornis,Acropora cervicornis,164.1482161
Pickles,1,Acropora,cervicornis,21,14,0,0,2022,Acropora cervicornis,Acropora cervicornis,230.90706
Pickles,1,Siderastrea,siderea,10,10,0,0,2022,Siderastrea siderea,Siderastrea spp.,78.53981634
Pickles,1,Siderastrea,siderea,8.5,8,0,0,2022,Siderastrea siderea,Siderastrea spp.,53.40707511
Pickles,1,Acropora,cervicornis,27,23,0,0,2022,Acropora cervicornis,Acropora cervicornis,487.7322595
Pickles,1,Acropora,cervicornis,21,6,0,0,2022,Acropora cervicornis,Acropora cervicornis,98.96016859
Pickles,1,Siderastrea,radians,5,3,0,0,2022,Siderastrea radians,Siderastrea spp.,11.78097245
Pickles,1,Agaricia,agaricites,5,3,0,0,2022,Agaricia agaricites,Agaricia spp.,11.78097245
Pickles,1,Porites,porites,5,3,1,2,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,1,Porites,porites,6,2,1,10,2022,Porites porites,Branched Porites spp.,9.424777961
Pickles,1,Porites,porites,8.5,6,1,12,2022,Porites porites,Branched Porites spp.,40.05530633
Pickles,1,Porites,porites,7,5.5,1,8,2022,Porites porites,Branched Porites spp.,30.23782929
Pickles,1,Agaricia,agaricites,6,3,0,0,2022,Agaricia agaricites,Agaricia spp.,14.13716694
Pickles,1,Siderastrea,siderea,8.5,6,0,0,2022,Siderastrea siderea,Siderastrea spp.,40.05530633
Pickles,1,Siderastrea,siderea,7,4.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,24.74004215
Pickles,1,Siderastrea,siderea,6.5,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,20.42035225
Pickles,1,Porites,porites,6,4.5,1,5,2022,Porites porites,Branched Porites spp.,21.20575041
Pickles,1,Agaricia,agaricites,5,3.5,0,0,2022,Agaricia agaricites,Agaricia spp.,13.74446786
Pickles,1,Dichocoenia,stokesi,5,4,0,0,2022,Dichocoenia stokesi,Dichocoenia stokesii,15.70796327
Pickles,1,Porites,astreoides,5,4,1,4,2022,Porites astreoides,Porites astreoides,15.70796327
Pickles,1,Porites,porites,10.5,7,1,5,2022,Porites porites,Branched Porites spp.,57.72676501
Pickles,1,Stephanocoenia,intersepta,7,4,0,0,2022,Stephanocoenia intersepta,Stephanocoenia intersepta,21.99114857
Pickles,1,Siderastrea,siderea,6,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,18.84955592
Pickles,1,Siderastrea,radians,5,4,0,0,2022,Siderastrea radians,Siderastrea spp.,15.70796327
Pickles,1,Porites,porites,6,4,1,4,2022,Porites porites,Branched Porites spp.,18.84955592
Pickles,1,Siderastrea,siderea,7.5,5.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,32.39767424
Pickles,1,Porites,porites,11,7,1,12,2022,Porites porites,Branched Porites spp.,60.47565858
Pickles,1,Agaricia,agaricites,6,4.5,0,0,2022,Agaricia agaricites,Agaricia spp.,21.20575041
Pickles,1,Eusmilia,fastigiata,7.5,6,0,0,2022,Eusmilia fastigiata,Eusmilia fastigiata,35.34291735
Pickles,1,Montastraea,cavernosa,5,3.5,0,0,2022,Montastraea cavernosa,Montastraea cavernosa,13.74446786
Pickles,1,Porites,porites,10,5,1,3,2022,Porites porites,Branched Porites spp.,39.26990817
Pickles,1,Porites,porites,5,3,1,2,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,1,Porites,porites,6,3,1,4,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,1,Porites,porites,5,2.5,1,4,2022,Porites porites,Branched Porites spp.,9.817477042
Pickles,1,Porites,porites,5.5,4,1,6,2022,Porites porites,Branched Porites spp.,17.27875959
Pickles,1,Siderastrea,siderea,12,11,0,0,2022,Siderastrea siderea,Siderastrea spp.,103.6725576
Pickles,1,Siderastrea,siderea,5,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Porites,porites,5,4.5,1,5,2022,Porites porites,Branched Porites spp.,17.67145868
Pickles,1,Agaricia,agaricites,5,3.5,0,0,2022,Agaricia agaricites,Agaricia spp.,13.74446786
Pickles,1,Agaricia,agaricites,5,3.5,0,0,2022,Agaricia agaricites,Agaricia spp.,13.74446786
Pickles,1,Siderastrea,siderea,6.5,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,17.86780822
Pickles,1,Porites,porites,5,3,1,4,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,1,Porites,porites,6,3,1,3,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,1,Siderastrea,siderea,11,10,0,0,2022,Siderastrea siderea,Siderastrea spp.,86.39379797
Pickles,1,Acropora,cervicornis,28,16,0,0,2022,Acropora cervicornis,Acropora cervicornis,351.8583772
Pickles,1,Siderastrea,radians,5,3,0,0,2022,Siderastrea radians,Siderastrea spp.,11.78097245
Pickles,1,Siderastrea,siderea,14,14,0,0,2022,Siderastrea siderea,Siderastrea spp.,153.93804
Pickles,1,Stephanocoenia,intersepta,9,8,0,0,2022,Stephanocoenia intersepta,Stephanocoenia intersepta,56.54866776
Pickles,1,Siderastrea,siderea,8,7,0,0,2022,Siderastrea siderea,Siderastrea spp.,43.98229715
Pickles,1,Siderastrea,radians,5,1,0,0,2022,Siderastrea radians,Siderastrea spp.,3.926990817
Pickles,1,Agaricia,agaricites,9,5,0,0,2022,Agaricia agaricites,Agaricia spp.,35.34291735
Pickles,1,Acropora,cervicornis,25,16,0,0,2022,Acropora cervicornis,Acropora cervicornis,314.1592654
Pickles,1,Acropora,cervicornis,20,10,0,0,2022,Acropora cervicornis,Acropora cervicornis,157.0796327
Pickles,1,Acropora,cervicornis,11,10,0,0,2022,Acropora cervicornis,Acropora cervicornis,86.39379797
Pickles,1,Acropora,cervicornis,19,16,0,0,2022,Acropora cervicornis,Acropora cervicornis,238.7610417
Pickles,1,Porites,porites,8.5,3,1,3,2022,Porites porites,Branched Porites spp.,20.02765317
Pickles,1,Siderastrea,radians,5,3,0,0,2022,Siderastrea radians,Siderastrea spp.,11.78097245
Pickles,1,Agaricia,agaricites,5,3.5,0,0,2022,Agaricia agaricites,Agaricia spp.,13.74446786
Pickles,1,Acropora,cervicornis,14,4,0,0,2022,Acropora cervicornis,Acropora cervicornis,43.98229715
Pickles,1,Acropora,cervicornis,8,3,0,0,2022,Acropora cervicornis,Acropora cervicornis,18.84955592
Pickles,1,Porites,astreoides,5,3,0,0,2022,Porites astreoides,Porites astreoides,11.78097245
Pickles,2,Siderastrea,siderea,5,3,0,0,2022,Siderastrea siderea,Siderastrea spp.,11.78097245
Pickles,2,Stephanocoenia,intersepta,14,10,0,0,2022,Stephanocoenia intersepta,Stephanocoenia intersepta,109.9557429
Pickles,2,Siderastrea,radians,6,4,0,0,2022,Siderastrea radians,Siderastrea spp.,18.84955592
Pickles,2,Porites,porites,8,3,1,5,2022,Porites porites,Branched Porites spp.,18.84955592
Pickles,2,Porites,porites,9,8,1,8,2022,Porites porites,Branched Porites spp.,56.54866776
Pickles,2,Siderastrea,siderea,6,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,16.49336143
Pickles,2,Montastraea,cavernosa,6,4,0,0,2022,Montastraea cavernosa,Montastraea cavernosa,18.84955592
Pickles,2,Porites,astreoides,5,3.5,0,0,2022,Porites astreoides,Porites astreoides,13.74446786
Pickles,2,Siderastrea,siderea,9,8,0,0,2022,Siderastrea siderea,Siderastrea spp.,56.54866776
Pickles,2,Porites,porites,6,3,1,5,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,2,Porites,porites,6,4,1,4,2022,Porites porites,Branched Porites spp.,18.84955592
Pickles,2,Porites,porites,6,3,1,3,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,2,Siderastrea,siderea,8,5.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,34.55751919
Pickles,2,Siderastrea,siderea,5,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,2,Porites,porites,6,3,1,4,2022,Porites porites,Branched Porites spp.,14.13716694
Pickles,2,Siderastrea,siderea,7,4.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,24.74004215
Pickles,2,Siderastrea,siderea,6,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,2,Porites,porites,5,4,1,3,2022,Porites porites,Branched Porites spp.,15.70796327
Pickles,2,Porites,porites,7,5,1,9,2022,Porites porites,Branched Porites spp.,27.48893572
Pickles,2,Porites,porites,5,3,1,1,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,2,Siderastrea,siderea,6,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,18.84955592
Pickles,2,Agaricia,agaricites,3,3,0,0,2022,Agaricia agaricites,Agaricia spp.,7.06858347
Pickles,2,Siderastrea,siderea,9,8,0,0,2022,Siderastrea siderea,Siderastrea spp.,56.54866776
Pickles,2,Siderastrea,siderea,5,4.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,17.67145868
Pickles,2,Siderastrea,siderea,12,10,0,0,2022,Siderastrea siderea,Siderastrea spp.,94.24777961
Pickles,2,Madracis,auretenra,7,6,0,0,2022,Madracis auretenra,Madracis spp.,32.98672286
Pickles,2,Agaricia,agaricites,5.5,4,0,0,2022,Agaricia agaricites,Agaricia spp.,17.27875959
Pickles,2,Siderastrea,siderea,5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,19.63495408
Pickles,2,Siderastrea,siderea,5,2,0,0,2022,Siderastrea siderea,Siderastrea spp.,7.853981634
Pickles,2,Montastraea,cavernosa,5,5,0,0,2022,Montastraea cavernosa,Montastraea cavernosa,19.63495408
Pickles,2,Siderastrea,siderea,6,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,18.84955592
Pickles,2,Siderastrea,siderea,20,15,0,0,2022,Siderastrea siderea,Siderastrea spp.,235.619449
Pickles,2,Siderastrea,siderea,5.5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,21.59844949
Pickles,2,Siderastrea,siderea,6,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,2,Siderastrea,siderea,7.5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,29.45243113
Pickles,2,Siderastrea,siderea,12,12,0,0,2022,Siderastrea siderea,Siderastrea spp.,113.0973355
Pickles,2,Siderastrea,siderea,11,7,0,0,2022,Siderastrea siderea,Siderastrea spp.,60.47565858
Pickles,2,Porites,porites,6.5,6,1,5,2022,Porites porites,Branched Porites spp.,30.63052837
Pickles,2,Siderastrea,siderea,7,5.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,30.23782929
Pickles,2,Siderastrea,siderea,5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,19.63495408
Pickles,2,Siderastrea,siderea,7.5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,29.45243113
Pickles,2,Porites,porites,6,6,1,6,2022,Porites porites,Branched Porites spp.,28.27433388
Pickles,2,Siderastrea,siderea,7,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,21.99114857
Pickles,2,Porites,porites,5,3,1,4,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,2,Porites,porites,7,4,1,4,2022,Porites porites,Branched Porites spp.,21.99114857
Pickles,2,Siderastrea,radians,6,2.5,0,0,2022,Siderastrea radians,Siderastrea spp.,11.78097245
Pickles,2,Siderastrea,siderea,12,9,0,0,2022,Siderastrea siderea,Siderastrea spp.,84.82300164
Pickles,2,Porites,porites,5.5,4.5,1,7,2022,Porites porites,Branched Porites spp.,19.43860454
Pickles,2,Siderastrea,siderea,10,9,0,0,2022,Siderastrea siderea,Siderastrea spp.,70.6858347
Pickles,2,Siderastrea,siderea,6.5,3,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.31526419
Pickles,2,Porites,porites,6,4,1,6,2022,Porites porites,Branched Porites spp.,18.84955592
Pickles,2,Madracis,auretenra,5,3.5,0,0,2022,Madracis auretenra,Madracis spp.,13.74446786
Pickles,2,Siderastrea,siderea,7,7,0,0,2022,Siderastrea siderea,Siderastrea spp.,38.48451001
Pickles,2,Siderastrea,siderea,5,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,2,Porites,porites,5,3,1,5,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,2,Siderastrea,siderea,5.5,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.11891464
Pickles,2,Porites,porites,5,3.5,1,6,2022,Porites porites,Branched Porites spp.,13.74446786
Pickles,2,Siderastrea,siderea,5,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,2,Siderastrea,siderea,5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,19.63495408
Pickles,2,Porites,porites,5,3,1,3,2022,Porites porites,Branched Porites spp.,11.78097245
Pickles,2,Madracis,auretenra,6,6,1,3,2022,Madracis auretenra,Madracis spp.,28.27433388
Pickles,2,Agaricia,agaricites,13,8,0,0,2022,Agaricia agaricites,Agaricia spp.,81.68140899
Molasses,1,Agaricia,agaricites,5,3,0,0,2022,Agaricia agaricites,Agaricia spp.,11.78097245
Molasses,1,Porites,astreoides,15,10,0,0,2022,Porites astreoides,Porites astreoides,117.8097245
Molasses,1,Porites,astreoides,19,17,0,0,2022,Porites astreoides,Porites astreoides,253.6836068
Molasses,1,Agaricia,agaricites,8,6.5,0,0,2022,Agaricia agaricites,Agaricia spp.,40.8407045
Molasses,1,Agaricia,agaricites,8,4,0,0,2022,Agaricia agaricites,Agaricia spp.,25.13274123
Molasses,1,Agaricia,agaricites,13,7,0,0,2022,Agaricia agaricites,Agaricia spp.,71.47123287
Molasses,1,Porites,astreoides,12,8,0,0,2022,Porites astreoides,Porites astreoides,75.39822368
Molasses,1,Agaricia,agaricites,11,8,0,0,2022,Agaricia agaricites,Agaricia spp.,69.11503838
Molasses,1,Porites,porites,6,2,0,0,2022,Porites porites,Branched Porites spp.,9.424777961
Molasses,1,Agaricia,agaricites,6,3.5,0,0,2022,Agaricia agaricites,Agaricia spp.,16.49336143
Molasses,1,Agaricia,agaricites,18,13,0,0,2022,Agaricia agaricites,Agaricia spp.,183.7831702
Molasses,1,Agaricia,agaricites,12,7,0,0,2022,Agaricia agaricites,Agaricia spp.,65.97344572
Molasses,1,Agaricia,agaricites,6,4,0,0,2022,Agaricia agaricites,Agaricia spp.,18.84955592
Molasses,1,Agaricia,agaricites,10,6,0,0,2022,Agaricia agaricites,Agaricia spp.,47.1238898
Molasses,1,Agaricia,agaricites,15,8,0,0,2022,Agaricia agaricites,Agaricia spp.,94.24777961
Molasses,1,Agaricia,agaricites,6.5,5,0,0,2022,Agaricia agaricites,Agaricia spp.,25.52544031
Molasses,1,Agaricia,agaricites,19,8,0,0,2022,Agaricia agaricites,Agaricia spp.,119.3805208
Molasses,1,Agaricia,agaricites,6,5,0,0,2022,Agaricia agaricites,Agaricia spp.,23.5619449
Molasses,1,Agaricia,agaricites,5,4,0,0,2022,Agaricia agaricites,Agaricia spp.,15.70796327
Molasses,1,Agaricia,agaricites,5,4,0,0,2022,Agaricia agaricites,Agaricia spp.,15.70796327
Molasses,1,Agaricia,agaricites,6,5,0,0,2022,Agaricia agaricites,Agaricia spp.,23.5619449
Molasses,1,Porites,astreoides,7,4.5,0,0,2022,Porites astreoides,Porites astreoides,24.74004215
Molasses,1,Agaricia,agaricites,13,8,0,0,2022,Agaricia agaricites,Agaricia spp.,81.68140899
Molasses,1,Agaricia,agaricites,5,5,0,0,2022,Agaricia agaricites,Agaricia spp.,19.63495408
Molasses,1,Agaricia,agaricites,5,5,0,0,2022,Agaricia agaricites,Agaricia spp.,19.63495408
Molasses,1,Dichocoenia,stokesi,5,5,0,0,2022,Dichocoenia stokesi,Dichocoenia stokesii,19.63495408
Molasses,1,Siderastrea,siderea,9,8,0,0,2022,Siderastrea siderea,Siderastrea spp.,56.54866776
Molasses,1,Agaricia,agaricites,6,4,0,0,2022,Agaricia agaricites,Agaricia spp.,18.84955592
Molasses,1,Agaricia,agaricites,7,5,0,0,2022,Agaricia agaricites,Agaricia spp.,27.48893572
Molasses,1,Agaricia,agaricites,24,9,0,0,2022,Agaricia agaricites,Agaricia spp.,169.6460033
Molasses,1,Agaricia,agaricites,7,5,0,0,2022,Agaricia agaricites,Agaricia spp.,27.48893572
Molasses,1,Agaricia,agaricites,10,5,0,0,2022,Agaricia agaricites,Agaricia spp.,39.26990817
Molasses,1,Porites,astreoides,8,6,0,0,2022,Porites astreoides,Porites astreoides,37.69911184
Molasses,1,Agaricia,agaricites,5,4,0,0,2022,Agaricia agaricites,Agaricia spp.,15.70796327
Molasses,1,Agaricia,agaricites,8,7,0,0,2022,Agaricia agaricites,Agaricia spp.,43.98229715
Molasses,1,Agaricia,agaricites,5,3,0,0,2022,Agaricia agaricites,Agaricia spp.,11.78097245
Molasses,1,Agaricia,agaricites,8,4.5,0,0,2022,Agaricia agaricites,Agaricia spp.,28.27433388
Molasses,1,Eusmilia,fastigiata,5,3,0,0,2022,Eusmilia fastigiata,Eusmilia fastigiata,11.78097245
Molasses,1,Agaricia,agaricites,13,10,0,0,2022,Agaricia agaricites,Agaricia spp.,102.1017612
Molasses,1,Siderastrea,siderea,5,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,13.74446786
Molasses,1,Porites,porites,6,3,1,6,2022,Porites porites,Branched Porites spp.,14.13716694
Molasses,1,Porites,astreoides,5,4,0,0,2022,Porites astreoides,Porites astreoides,15.70796327
Molasses,1,Montastraea,cavernosa,5,3,0,0,2022,Montastraea cavernosa,Montastraea cavernosa,11.78097245
Molasses,1,Agaricia,agaricites,7,7,0,0,2022,Agaricia agaricites,Agaricia spp.,38.48451001
Molasses,1,Porites,astreoides,14,10,1,8,2022,Porites astreoides,Porites astreoides,109.9557429
Molasses,1,Siderastrea,siderea,9,7,0,0,2022,Siderastrea siderea,Siderastrea spp.,49.48008429
Molasses,1,Siderastrea,siderea,5.5,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,15.11891464
Molasses,1,Orbicella,annularis,10,5,0,0,2022,Orbicella annularis,Orbicella spp.,39.26990817
Molasses,1,Porites,astreoides,6,4,0,0,2022,Porites astreoides,Porites astreoides,18.84955592
Molasses,1,Porites,astreoides,17,9,0,0,2022,Porites astreoides,Porites astreoides,120.165919
Molasses,1,Agaricia,agaricites,7,5,0,0,2022,Agaricia agaricites,Agaricia spp.,27.48893572
Molasses,1,Siderastrea,siderea,5,5,0,0,2022,Siderastrea siderea,Siderastrea spp.,19.63495408
Molasses,1,Siderastrea,siderea,10,9,0,0,2022,Siderastrea siderea,Siderastrea spp.,70.6858347
Molasses,1,Siderastrea,siderea,7,6,0,0,2022,Siderastrea siderea,Siderastrea spp.,32.98672286
Molasses,1,Porites,astreoides,7,6,0,0,2022,Porites astreoides,Porites astreoides,32.98672286
Molasses,1,Porites,porites,6,5,1,1,2022,Porites porites,Branched Porites spp.,23.5619449
Molasses,1,Porites,astreoides,13,9,0,0,2022,Porites astreoides,Porites astreoides,91.89158511
Molasses,1,Porites,astreoides,6,4.5,0,0,2022,Porites astreoides,Porites astreoides,21.20575041
Molasses,1,Porites,astreoides,5,4,1,2,2022,Porites astreoides,Porites astreoides,15.70796327
Molasses,1,Siderastrea,siderea,7,3.5,0,0,2022,Siderastrea siderea,Siderastrea spp.,19.242255
Molasses,1,Agaricia,agaricites,6,4,0,0,2022,Agaricia agaricites,Agaricia spp.,18.84955592
Molasses,1,Siderastrea,siderea,10,6,0,0,2022,Siderastrea siderea,Siderastrea spp.,47.1238898
Molasses,1,Agaricia,agaricites,10,4,0,0,2022,Agaricia agaricites,Agaricia spp.,31.41592654
Molasses,1,Siderastrea,siderea,6,4,0,0,2022,Siderastrea siderea,Siderastrea spp.,18.84955592
Molasses,1,Porites,porites,5,4,1,1,2022,Porites porites,Branched Porites spp.,15.70796327
Molasses,1,Montastraea,cavernosa,11,10,0,0,2022,Montastraea cavernosa,Montastraea cavernosa,86.39379797
Molasses,1,Agaricia,agaricites,8,7,0,0,2022,Agaricia agaricites,Agaricia spp.,43.98229715
Molasses,1,Agaricia,agaricites,6,5,0,0,2022,Agaricia agaricites,Agaricia spp.,23.5619449
Molasses,1,Agaricia,agaricites,8,5,0,0,2022,Agaricia agaricites,Agaricia spp.,31.41592654
Molasses,1,Agaricia,agaricites,11,7,0,0,2022,Agaricia agaricites,Agaricia spp.,60.47565858
Molasses,1,Siderastrea,siderea,11,9,0,0,2022,Siderastrea siderea,Siderastrea spp.,77.75441817
Molasses,1,Agaricia,agaricites,12,9,0,0,2022,Agaricia agaricites,Agaricia spp.,84.82300164
Molasses,1,Porites,porites,8,4,0,0,2022,Porites porites,Branched Porites spp.,25.13274123
Molasses,1,Siderastrea,siderea,5,4,1,4,2022,Siderastrea siderea,Siderastrea spp.,15.70796327
Molasses,1,Porites,astreoides,5,4,0,0,2022,Porites astreoides,Porites astreoides,15.70796327
Molasses,1,Porites,astreoides,9,8,1,1,2022,Porites astreoides,Porites astreoides,56.54866776
Molasses,1,Agaricia,agaricites,9,8,0,0,2022,Agaricia agaricites,Agaricia spp.,56.54866776
Molasses,1,Porites,astreoides,20,17,0,0,2022,Porites astreoides,Porites astreoides,267.0353755
Molasses,1,Agaricia,agaricites,13,11,0,0,2022,Agaricia agaricites,Agaricia spp.,112.3119374
Molasses,1,Agaricia,agaricites,10,9,0,0,2022,Agaricia agaricites,Agaricia spp.,70.6858347
Molasses,1,Agaricia,agaricites,9,7,0,0,2022,Agaricia agaricites,Agaricia spp.,49.48008429
Molasses,1,Agaricia,agaricites,8,4,0,0,2022,Agaricia agaricites,Agaricia spp.,25.13274123
Molasses,1,Agaricia,agaricites,10,5,0,0,2022,Agaricia agaricites,Agaricia spp.,39.26990817
Molasses,1,Porites,porites,9,6,1,4,2022,Porites porites,Branched Porites spp.,42.41150082
Molasses,1,Porites,astreoides,5,4,0,0,2022,Porites astreoides,Porites astreoides,15.70796327
Molasses,1,Agaricia,agaricites,13,11,0,0,2022,Agaricia agaricites,Agaricia spp.,112.3119374
Molasses,1,Agaricia,agaricites,10,9,0,0,2022,Agaricia agaricites,Agaricia spp.,70.6858347
Molasses,1,Porites,astreoides,6,6,0,0,2022,Porites astreoides,Porites astreoides,28.27433388
Molasses,1,Agaricia,agaricites,6,5,0,0,2022,Agaricia agaricites,Agaricia spp.,23.5619449
Molasses,1,Agaricia,agaricites,6,4,0,0,2022,Agaricia agaricites,Agaricia spp.,18.84955592
Molasses,1,Agaricia,agaricites,8,5,0,0,2022,Agaricia agaricites,Agaricia spp.,31.41592654
Molasses,1,Madracis,auretenra,5,4,0,0,2022,Madracis auretenra,Madracis spp.,15.70796327
Molasses,1,Porites,astreoides,6,3,0,0,2022,Porites astreoides,Porites astreoides,14.13716694
Molasses,1,Porites,astreoides,5,3,0,0,2022,Porites astreoides,Porites astreoides,11.78097245
Molasses,1,Agaricia,agaricites,6,5,0,0,2022,Agaricia agaricites,Agaricia spp.,23.5619449
Molasses,1,Agaricia,agaricites,13,13,0,0,2022,Agaricia agaricites,Agaricia spp.,132.7322896
Molasses,1,Agaricia,agaricites,10,8,0,0,2022,Agaricia agaricites,Agaricia spp.,62.83185307
Molasses,1,Agaricia,agaricites,10,9,0,0,2022,Agaricia agaricites,Agaricia spp.,70.6858347
Molasses,1,Porites,porites,5,3,0,0,2022,Porites porites,Branched Porites spp.,11.78097245
Molasses,1,Porites,astreoides,5,3,0,0,2022,Porites astreoides,Porites astreoides,11.78097245
Molasses,1,Agaricia,agaricites,11,10,0,0,2022,Agaricia agaricites,Agaricia spp.,86.39379797
Molasses,1,Agaricia,agaricites,12,8,0,0,2022,Agaricia agaricites,Agaricia spp.,75.39822368
Molasses,1,Porites,astreoides,11,10,0,0,2022,Porites astreoides,Porites astreoides,86.39379797
Molasses,1,Agaricia,agaricites,7,5,0,0,2022,Agaricia agaricites,Agaricia spp.,27.48893572
Molasses,1,Agaricia,agaricites,11,8,0,0,2022,Agaricia agaricites,Agaricia spp.,69.11503838
Molasses,1,Siderastrea,siderea,7,7,0,0,2022,Siderastrea siderea,Siderastrea spp.,38.48451001
Molasses,1,Orbicella,faveolata,9,6,0,0,2022,Orbicella faveolata,Orbicella spp.,42.41150082
Molasses,1,Orbicella,faveolata,10,6,0,0,2022,Orbicella faveolata,Orbicella spp.,47.1238898
Molasses,1,Porites,astreoides,6,6,0,0,2022,Porites astreoides,Porites astreoides,28.27433388
Molasses,1,Agaricia,agaricites,7,4,0,0,2022,Agaricia agaricites,Agaricia spp.,21.99114857
Molasses,1,Agaricia,agaricites,8,5,0,0,2022,Agaricia agaricites,Agaricia spp.,31.41592654
Molasses,1,Orbicella,faveolata,28,16,0,0,2022,Orbicella faveolata,Orbicella spp.,351.8583772
Molasses,1,Orbicella,faveolata,30,30,0,0,2022,Orbicella faveolata,Orbicella spp.,706.858347
Molasses,1,Agaricia,agaricites,20,13,0,0,2022,Agaricia agaricites,Agaricia spp.,204.2035225
Molasses,1,Agaricia,agaricites,7,6,0,0,2022,Agaricia agaricites,Agaricia spp.,32.98672286
Molasses,1,Agaricia,agaricites,7,5,0,0,2022,Agaricia agaricites,Agaricia spp.,27.48893572
