Site,Transect,Genus,Species,Length,Width,Bitten,Bites,Year,G_sp,Coral_group,Colony_area
Snapper Ledge,1,Madracis,sp.,6,7,0,0,2010,Madracis sp.,Madracis spp.,32.98672286
Snapper Ledge,1,Porites,astreoides,6,5,0,0,2010,Porites astreoides,Porites astreoides,23.5619449
Snapper Ledge,1,Siderastrea,siderea,6,5,1,3,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Snapper Ledge,1,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Snapper Ledge,1,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Snapper Ledge,1,Siderastrea,siderea,6,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,32.98672286
Snapper Ledge,2,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,2,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,2,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,2,Agaricia,agaricites,6,7,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Snapper Ledge,2,Porites,astreoides,6,5,0,0,2010,Porites astreoides,Porites astreoides,23.5619449
Snapper Ledge,2,Porites,astreoides,6,6,0,0,2010,Porites astreoides,Porites astreoides,28.27433388
Snapper Ledge,2,Porites,porites,6,5,1,3,2010,Porites porites,Branched Porites spp.,23.5619449
Snapper Ledge,2,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Snapper Ledge,3,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,3,Porites,porites,6,5,1,3,2010,Porites porites,Branched Porites spp.,23.5619449
Snapper Ledge,3,Siderastrea,siderea,6,5,1,1,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Snapper Ledge,3,Siderastrea,siderea,6,6,1,2,2010,Siderastrea siderea,Siderastrea spp.,28.27433388
Snapper Ledge,3,Siderastrea,siderea,6,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,32.98672286
Snapper Ledge,4,Agaricia,agaricites,6,4,0,0,2010,Agaricia agaricites,Agaricia spp.,18.84955592
Snapper Ledge,4,Agaricia,agaricites,6,5,1,2,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,4,Agaricia,agaricites,6,5,1,1,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Snapper Ledge,4,Agaricia,agaricites,6,6,0,0,2010,Agaricia agaricites,Agaricia spp.,28.27433388
Snapper Ledge,4,Porites,astreoides,6,5,1,1,2010,Porites astreoides,Porites astreoides,23.5619449
Snapper Ledge,4,Porites,astreoides,6,7,1,2,2010,Porites astreoides,Porites astreoides,32.98672286
Snapper Ledge,4,Porites,astreoides,6,8,1,5,2010,Porites astreoides,Porites astreoides,37.69911184
Snapper Ledge,4,Porites,astreoides,6,8,1,2,2010,Porites astreoides,Porites astreoides,37.69911184
Snapper Ledge,4,Porites,porites,6,5,1,4,2010,Porites porites,Branched Porites spp.,23.5619449
Snapper Ledge,4,Siderastrea,siderea,6,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,28.27433388
Snapper Ledge,1,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Snapper Ledge,1,Madracis,sp.,7,6,0,0,2010,Madracis sp.,Madracis spp.,32.98672286
Snapper Ledge,1,Siderastrea,siderea,7,8,0,0,2010,Siderastrea siderea,Siderastrea spp.,43.98229715
Snapper Ledge,1,Siderastrea,siderea,7,8,0,0,2010,Siderastrea siderea,Siderastrea spp.,43.98229715
Snapper Ledge,2,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Snapper Ledge,2,Porites,porites,7,6,1,6,2010,Porites porites,Branched Porites spp.,32.98672286
Snapper Ledge,2,Porites,porites,7,6,0,0,2010,Porites porites,Branched Porites spp.,32.98672286
Snapper Ledge,3,Siderastrea,siderea,7,5,1,1,2010,Siderastrea siderea,Siderastrea spp.,27.48893572
Snapper Ledge,3,Siderastrea,siderea,7,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,32.98672286
Snapper Ledge,4,Porites,astreoides,7,6,1,2,2010,Porites astreoides,Porites astreoides,32.98672286
Snapper Ledge,1,Agaricia,agaricites,8,6,1,1,2010,Agaricia agaricites,Agaricia spp.,37.69911184
Snapper Ledge,1,Agaricia,agaricites,8,7,1,1,2010,Agaricia agaricites,Agaricia spp.,43.98229715
Snapper Ledge,1,Madracis,sp.,8,8,0,0,2010,Madracis sp.,Madracis spp.,50.26548246
Snapper Ledge,1,Siderastrea,siderea,8,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,37.69911184
Snapper Ledge,2,Madracis,sp.,8,7,0,0,2010,Madracis sp.,Madracis spp.,43.98229715
Snapper Ledge,3,Agaricia,agaricites,8,6,0,0,2010,Agaricia agaricites,Agaricia spp.,37.69911184
Snapper Ledge,3,Siderastrea,siderea,8,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,37.69911184
Snapper Ledge,4,Agaricia,agaricites,8,7,0,0,2010,Agaricia agaricites,Agaricia spp.,43.98229715
Snapper Ledge,4,Porites,astreoides,8,6,1,4,2010,Porites astreoides,Porites astreoides,37.69911184
Snapper Ledge,4,Porites,astreoides,8,7,1,3,2010,Porites astreoides,Porites astreoides,43.98229715
Snapper Ledge,1,Siderastrea,siderea,10,10,0,0,2010,Siderastrea siderea,Siderastrea spp.,78.53981634
Snapper Ledge,4,Madracis,sp.,10,8,0,0,2010,Madracis sp.,Madracis spp.,62.83185307
Snapper Ledge,4,Porites,divaricata,10,8,0,0,2010,Porites divaricata,Branched Porites spp.,62.83185307
Snapper Ledge,4,Porites,porites,10,8,1,6,2010,Porites porites,Branched Porites spp.,62.83185307
Snapper Ledge,4,Siderastrea,siderea,12,13,0,0,2010,Siderastrea siderea,Siderastrea spp.,122.5221135
Snapper Ledge,1,Siderastrea,siderea,15,13,0,0,2010,Siderastrea siderea,Siderastrea spp.,153.1526419
Snapper Ledge,2,Madracis,sp.,15,8,0,0,2010,Madracis sp.,Madracis spp.,94.24777961
Snapper Ledge,2,Porites,porites,15,12,0,0,2010,Porites porites,Branched Porites spp.,141.3716694
Snapper Ledge,4,Porites,astreoides,15,8,1,8,2010,Porites astreoides,Porites astreoides,94.24777961
Snapper Ledge,3,Montastraea,faveolata,20,25,1,2,2010,Montastraea faveolata,Orbicella spp.,392.6990817
Snapper Ledge,3,Siderastrea,siderea,22,25,1,5,2010,Siderastrea siderea,Siderastrea spp.,431.9689899
Snapper Ledge,2,Acropora,palmata,25,30,1,1,2010,Acropora palmata,Acropora palmata,589.0486225
Snapper Ledge,3,Acropora,palmata,30,35,0,0,2010,Acropora palmata,Acropora palmata,824.6680715
Snapper Ledge,4,Diploria,labyrinthiformis,30,25,0,0,2010,Diploria labyrinthiformis,Diploria spp.,589.0486225
Snapper Ledge,3,Acropora,palmata,60,50,0,0,2010,Acropora palmata,Acropora palmata,2356.19449
Snapper Ledge,3,Acropora,palmata,60,50,0,0,2010,Acropora palmata,Acropora palmata,2356.19449
Snapper Ledge,2,Acropora,palmata,80,70,0,0,2010,Acropora palmata,Acropora palmata,4398.229715
Snapper Ledge,3,Diploria,strigosa,80,70,0,0,2010,Diploria strigosa,Diploria spp.,4398.229715
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Dichocoenia,stokesii,4,5,1,1,2010,Dichocoenia stokesii,Dichocoenia stokesii,15.70796327
Pickles,1,Porites,porites,4,5,1,3,2010,Porites porites,Branched Porites spp.,15.70796327
Pickles,1,Porites,porites,4,5,1,2,2010,Porites porites,Branched Porites spp.,15.70796327
Pickles,1,Porites,sp.,4,5,1,5,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,1,Porites,sp.,4,5,1,3,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,1,Porites,sp.,4,5,1,3,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,1,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,1,5,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,1,4,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,1,1,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,sp.,4,5,0,0,2010,Agaricia sp.,Agaricia spp.,15.70796327
Pickles,3,Dichocoenia,stokesii,4,5,0,0,2010,Dichocoenia stokesii,Dichocoenia stokesii,15.70796327
Pickles,3,Dichocoenia,stokesii,4,5,0,0,2010,Dichocoenia stokesii,Dichocoenia stokesii,15.70796327
Pickles,3,Porites,sp.,4,4,0,0,2010,Porites sp.,Branched Porites spp.,12.56637061
Pickles,3,Porites,sp.,4,5,1,3,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,3,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,3,Stephanocoenia,intersepta,4,5,0,0,2010,Stephanocoenia intersepta,Stephanocoenia intersepta,15.70796327
Pickles,4,Agaricia,agaricites,4,5,1,3,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,4,5,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Porites,porites,4,5,1,2,2010,Porites porites,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,8,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,6,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,6,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,5,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,5,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,4,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,3,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,4,5,1,2,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Siderastrea,siderea,4,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,1,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,1,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,1,Porites,astreoides,5,5,1,3,2010,Porites astreoides,Porites astreoides,19.63495408
Pickles,1,Porites,astreoides,5,5,0,0,2010,Porites astreoides,Porites astreoides,19.63495408
Pickles,1,Siderastrea,siderea,5,4,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Siderastrea,siderea,5,4,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Siderastrea,siderea,5,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,3,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,3,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,3,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,3,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,3,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,3,Agaricia,agaricites,5,6,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,3,Agaricia,agaricites,5,6,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,3,Agaricia,sp.,5,4,0,0,2010,Agaricia sp.,Agaricia spp.,15.70796327
Pickles,3,Eusmilia,fastigiata,5,4,0,0,2010,Eusmilia fastigiata,Eusmilia fastigiata,15.70796327
Pickles,3,Montastraea,cavernosa,5,4,1,5,2010,Montastraea cavernosa,Montastraea cavernosa,15.70796327
Pickles,3,Siderastrea,siderea,5,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,4,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,5,4,0,0,2010,Agaricia agaricites,Agaricia spp.,15.70796327
Pickles,4,Agaricia,agaricites,5,5,0,0,2010,Agaricia agaricites,Agaricia spp.,19.63495408
Pickles,4,Agaricia,agaricites,5,6,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Agaricia,agaricites,5,6,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Dichocoenia,stokesii,5,5,0,0,2010,Dichocoenia stokesii,Dichocoenia stokesii,19.63495408
Pickles,4,Porites,sp.,5,4,1,8,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,5,4,1,5,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,5,4,1,4,2010,Porites sp.,Branched Porites spp.,15.70796327
Pickles,4,Porites,sp.,5,6,1,8,2010,Porites sp.,Branched Porites spp.,23.5619449
Pickles,4,Siderastrea,siderea,5,4,0,0,2010,Siderastrea siderea,Siderastrea spp.,15.70796327
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,1,Agaricia,agaricites,6,6,0,0,2010,Agaricia agaricites,Agaricia spp.,28.27433388
Pickles,1,Agaricia,agaricites,6,7,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,1,Porites,porites,6,5,1,5,2010,Porites porites,Branched Porites spp.,23.5619449
Pickles,1,Porites,sp.,6,5,1,10,2010,Porites sp.,Branched Porites spp.,23.5619449
Pickles,1,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,1,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,3,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,3,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,3,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,3,Agaricia,agaricites,6,6,0,0,2010,Agaricia agaricites,Agaricia spp.,28.27433388
Pickles,3,Agaricia,agaricites,6,8,0,0,2010,Agaricia agaricites,Agaricia spp.,37.69911184
Pickles,3,Agaricia,sp.,6,5,0,0,2010,Agaricia sp.,Agaricia spp.,23.5619449
Pickles,3,Agaricia,sp.,6,5,0,0,2010,Agaricia sp.,Agaricia spp.,23.5619449
Pickles,3,Diploria,clivosa,6,6,0,0,2010,Diploria clivosa,Diploria spp.,28.27433388
Pickles,3,Madracis,sp.,6,4,0,0,2010,Madracis sp.,Madracis spp.,18.84955592
Pickles,3,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,3,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,3,Siderastrea,siderea,6,5,0,0,2010,Siderastrea siderea,Siderastrea spp.,23.5619449
Pickles,3,Stephanocoenia,intersepta,6,5,0,0,2010,Stephanocoenia intersepta,Stephanocoenia intersepta,23.5619449
Pickles,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Agaricia,agaricites,6,5,0,0,2010,Agaricia agaricites,Agaricia spp.,23.5619449
Pickles,4,Agaricia,agaricites,6,7,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,4,Eusmilia,fastigiata,6,6,0,0,2010,Eusmilia fastigiata,Eusmilia fastigiata,28.27433388
Pickles,4,Porites,sp.,6,5,1,8,2010,Porites sp.,Branched Porites spp.,23.5619449
Pickles,4,Porites,sp.,6,5,1,4,2010,Porites sp.,Branched Porites spp.,23.5619449
Pickles,4,Porites,sp.,6,5,1,1,2010,Porites sp.,Branched Porites spp.,23.5619449
Pickles,4,Porites,sp.,6,6,1,10,2010,Porites sp.,Branched Porites spp.,28.27433388
Pickles,4,Siderastrea,siderea,6,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,28.27433388
Pickles,4,Stephanocoenia,intersepta,6,7,0,0,2010,Stephanocoenia intersepta,Stephanocoenia intersepta,32.98672286
Pickles,1,Agaricia,agaricites,7,5,0,0,2010,Agaricia agaricites,Agaricia spp.,27.48893572
Pickles,1,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,1,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,1,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,1,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,3,Agaricia,agaricites,7,8,0,0,2010,Agaricia agaricites,Agaricia spp.,43.98229715
Pickles,3,Agaricia,sp.,7,6,0,0,2010,Agaricia sp.,Agaricia spp.,32.98672286
Pickles,3,Agaricia,sp.,7,7,0,0,2010,Agaricia sp.,Agaricia spp.,38.48451001
Pickles,3,Siderastrea,siderea,7,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,38.48451001
Pickles,4,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,4,Agaricia,agaricites,7,6,0,0,2010,Agaricia agaricites,Agaricia spp.,32.98672286
Pickles,4,Siderastrea,siderea,7,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,38.48451001
Pickles,4,Siderastrea,siderea,7,8,1,1,2010,Siderastrea siderea,Siderastrea spp.,43.98229715
Pickles,1,Agaricia,agaricites,8,6,0,0,2010,Agaricia agaricites,Agaricia spp.,37.69911184
Pickles,1,Agaricia,agaricites,8,7,0,0,2010,Agaricia agaricites,Agaricia spp.,43.98229715
Pickles,1,Agaricia,agaricites,8,7,0,0,2010,Agaricia agaricites,Agaricia spp.,43.98229715
Pickles,1,Agaricia,agaricites,8,9,0,0,2010,Agaricia agaricites,Agaricia spp.,56.54866776
Pickles,1,Agaricia,agaricites,8,9,0,0,2010,Agaricia agaricites,Agaricia spp.,56.54866776
Pickles,1,Agaricia,agaricites,8,9,0,0,2010,Agaricia agaricites,Agaricia spp.,56.54866776
Pickles,1,Porites,porites,8,7,1,8,2010,Porites porites,Branched Porites spp.,43.98229715
Pickles,3,Madracis,sp.,8,9,0,0,2010,Madracis sp.,Madracis spp.,56.54866776
Pickles,3,Porites,sp.,8,5,1,5,2010,Porites sp.,Branched Porites spp.,31.41592654
Pickles,3,Siderastrea,siderea,8,6,0,0,2010,Siderastrea siderea,Siderastrea spp.,37.69911184
Pickles,3,Siderastrea,siderea,8,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,43.98229715
Pickles,3,Siderastrea,siderea,8,8,0,0,2010,Siderastrea siderea,Siderastrea spp.,50.26548246
Pickles,4,Siderastrea,siderea,8,7,0,0,2010,Siderastrea siderea,Siderastrea spp.,43.98229715
Pickles,1,Siderastrea,siderea,9,9,0,0,2010,Siderastrea siderea,Siderastrea spp.,63.61725123
Pickles,3,Siderastrea,siderea,9,9,0,0,2010,Siderastrea siderea,Siderastrea spp.,63.61725123
Pickles,1,Agaricia,agaricites,10,8,0,0,2010,Agaricia agaricites,Agaricia spp.,62.83185307
Pickles,1,Agaricia,agaricites,10,8,0,0,2010,Agaricia agaricites,Agaricia spp.,62.83185307
Pickles,1,Agaricia,agaricites,10,9,0,0,2010,Agaricia agaricites,Agaricia spp.,70.6858347
Pickles,1,Agaricia,agaricites,10,11,0,0,2010,Agaricia agaricites,Agaricia spp.,86.39379797
Pickles,1,Porites,porites,10,8,0,0,2010,Porites porites,Branched Porites spp.,62.83185307
Pickles,1,Siderastrea,siderea,10,8,0,0,2010,Siderastrea siderea,Siderastrea spp.,62.83185307
Pickles,1,Siderastrea,siderea,10,11,0,0,2010,Siderastrea siderea,Siderastrea spp.,86.39379797
Pickles,3,Agaricia,agaricites,10,8,0,0,2010,Agaricia agaricites,Agaricia spp.,62.83185307
Pickles,3,Montastraea,faveolata,10,8,0,0,2010,Montastraea faveolata,Orbicella spp.,62.83185307
Pickles,3,Porites,porites,10,12,1,3,2010,Porites porites,Branched Porites spp.,94.24777961
Pickles,3,Siderastrea,siderea,10,8,0,0,2010,Siderastrea siderea,Siderastrea spp.,62.83185307
